upstream_part,up_part_rev,downstream_part,down_part_rev,upstream_output_port,downstream_input_port,start_gpstime,stop_gpstime
CR6B6N,A,CC4R6C6,A,b,a,1185580818,1210000000.0
CR6B7E,A,CC4R5C7,A,b,a,1185580818,1210000000.0
CR6B7N,A,CC4R6C7,A,b,a,1185580818,1210000000.0
CR6B8E,A,CC4R5C8,A,b,a,1185580818,1210000000.0
CR6B8N,A,CC4R6C8,A,b,a,1185580818,1210000000.0
CR8A1E,A,CC5R5C1,A,b,a,1185580818,1210000000.0
CR8A1N,A,CC5R6C1,A,b,a,1185580818,1210000000.0
CR8A2N,A,CC5R6C2,A,b,a,1185580818,1210000000.0
CR8A3E,A,CC5R5C3,A,b,a,1185580818,1210000000.0
CR8A3N,A,CC5R6C3,A,b,a,1185580818,1210000000.0
CR8A4E,A,CC5R5C4,A,b,a,1185580818,1210000000.0
CR8A4N,A,CC5R6C4,A,b,a,1185580818,1210000000.0
CR8A5E,A,CC5R5C5,A,b,a,1185580818,1210000000.0
CR8A5N,A,CC5R6C5,A,b,a,1185580818,1210000000.0
CR8A6E,A,CC5R5C6,A,b,a,1185580818,1210000000.0
CR8A6N,A,CC5R6C6,A,b,a,1185580818,1210000000.0
CR8A7E,A,CC5R5C7,A,b,a,1185580818,1210000000.0
CR8A7N,A,CC5R6C7,A,b,a,1185580818,1210000000.0
CR8A8E,A,CC5R5C8,A,b,a,1185580818,1210000000.0
CR8A8N,A,CC5R6C8,A,b,a,1185580818,1210000000.0
CR8B1E,A,CC6R1C1,A,b,a,1185580818,1210000000.0
CR8B1N,A,CC6R2C1,A,b,a,1185580818,1210000000.0
CR8B2E,A,CC6R1C2,A,b,a,1185580818,1210000000.0
CR8B2N,A,CC6R2C2,A,b,a,1185580818,1210000000.0
CR8B3E,A,CC6R1C3,A,b,a,1185580818,1210000000.0
CR8B3N,A,CC6R2C3,A,b,a,1185580818,1210000000.0
CR8B4E,A,CC6R1C4,A,b,a,1185580818,1210000000.0
CR8B4N,A,CC6R2C4,A,b,a,1185580818,1210000000.0
CR8B5E,A,CC6R1C5,A,b,a,1185580818,1210000000.0
CR8B5N,A,CC6R2C5,A,b,a,1185580818,1210000000.0
CR8B6E,A,CC6R1C6,A,b,a,1185580818,1210000000.0
CR8B6N,A,CC6R2C6,A,b,a,1185580818,1210000000.0
CR8B7E,A,CC6R1C7,A,b,a,1185580818,1210000000.0
CR8B7N,A,CC6R2C7,A,b,a,1185580818,1210000000.0
CR8B8E,A,CC6R1C8,A,b,a,1185580818,1210000000.0
CR8B8N,A,CC6R2C8,A,b,a,1185580818,1210000000.0
FDA10,B,FEM75024,A,terminals,input,1187568018,1210000000.0
FDA104,B,FEM75014,A,terminals,input,1186704018,1210000000.0
FDA105,B,FEM75021,A,terminals,input,1186704018,1210000000.0
FDA107,B,FEM75001,A,terminals,input,1186078984,1210000000.0
FDA108,B,FEM75028,A,terminals,input,1187568018,1210000000.0
FDA11,B,FEM75009,A,terminals,input,1186078997,1210000000.0
FDA112,B,FEM75007,A,terminals,input,1186078994,1210000000.0
FDA127,B,FEM75010,A,terminals,input,1186078998,1210000000.0
FDA13,B,FEM75032,A,terminals,input,1189411218,1210000000.0
FDA14,B,FEA14,A,terminals,input,1190635218,1210000000.0
FDA15,B,FEA15,A,terminals,input,1190635218,1210000000.0
FDA17,B,FEA17,A,terminals,input,1190635218,1210000000.0
FDA19,B,FEM75033,A,terminals,input,1189357218,1210000000.0
FDA20,B,FEM75004,A,terminals,input,1186078989,1210000000.0
FDA21,B,FEA21,A,terminals,input,1190721618,1210000000.0
FDA22,B,FEM75022,A,terminals,input,1186704018,1210000000.0
FDA23,B,FEA23,A,terminals,input,1190721618,1210000000.0
FDA25,B,FEA25,A,terminals,input,1190721618,1210000000.0
RO8A4N,A,CR8A4N,A,b,a,1096484416,1210000000.0
FDA31,B,FEM75018,A,terminals,input,1186704018,1210000000.0
FDA33,B,FEM75027,A,terminals,input,1186963218,1210000000.0
FDA35,B,FEM75011,A,terminals,input,1186079000,1210000000.0
FDA43,B,FEM75002,A,terminals,input,1186078986,1210000000.0
FDA53,B,FEM75019,A,terminals,input,1186704018,1210000000.0
FDA6,B,FEA6,A,terminals,input,1187308818,1210000000.0
FDA64,B,FEM75020,A,terminals,input,1186704018,1210000000.0
FDA65,B,FEM75017,A,terminals,input,1187136018,1210000000.0
FDA7,B,FEA7,A,terminals,input,1190635218,1210000000.0
FDA72,B,FEM75006,A,terminals,input,1186078992,1210000000.0
FDA75,B,FEA75,A,terminals,input,1187308818,1210000000.0
FDA8,B,FEM75031,A,terminals,input,1188666018,1210000000.0
FDA80,B,FEM75016,A,terminals,input,1186704018,1210000000.0
FDA81,B,FEM75023,A,terminals,input,1186704018,1210000000.0
FDA88,B,FEM75015,A,terminals,input,1186704018,1210000000.0
FDA89,B,FEM75003,A,terminals,input,1186078988,1210000000.0
FDA9,B,FEM75005,A,terminals,input,1186078991,1210000000.0
FDA91,B,FEM75030,A,terminals,input,1188666018,1210000000.0
FDA96,B,FEM75013,A,terminals,input,1186876818,1210000000.0
FDA97,B,FEM75008,A,terminals,input,1186078995,1210000000.0
RO8A5E,A,CR8A5E,A,b,a,1096484416,1210000000.0
RO3B8E,A,CR3B8E,A,b,a,1190887218,1210000000.0
FEA14,A,C7F82,A,n,na,1190635218,1210000000.0
FEA15,A,C7F83,A,n,na,1190635218,1210000000.0
FEA15,A,C7F83,A,e,ea,1190635218,1210000000.0
FEA16,A,C7F42,A,e,ea,1184355292,1210000000.0
FEA16,A,C7F42,A,n,na,1184355292,1210000000.0
FEA17,A,C7F98,A,e,ea,1190635218,1210000000.0
FEA17,A,C7F98,A,n,na,1190635218,1210000000.0
FEA18,A,C7F28,A,e,ea,1184355259,1210000000.0
FEA18,A,C7F28,A,n,na,1184355259,1210000000.0
FEA21,A,C7F120,A,e,ea,1190721618,1210000000.0
FEA21,A,C7F120,A,n,na,1190721618,1210000000.0
FEA23,A,C7F122,A,e,ea,1190721618,1210000000.0
FEA23,A,C7F122,A,n,na,1190721618,1210000000.0
FEA25,A,C7F143,A,e,ea,1190721618,1210000000.0
FEA25,A,C7F143,A,n,na,1190721618,1210000000.0
FEA29,A,C7F3,A,n,na,1184355233,1210000000.0
FEA48,A,C7F15,A,e,ea,1184355248,1210000000.0
FEA48,A,C7F15,A,n,na,1184355248,1210000000.0
FEA6,A,C7F51,A,e,ea,1184355307,1210000000.0
FEA6,A,C7F51,A,n,na,1184355307,1210000000.0
FEA7,A,C7F66,A,e,ea,1190635218,1210000000.0
FEA7,A,C7F66,A,n,na,1190635218,1210000000.0
FEA75,A,C7F70,A,e,ea,1184355379,1210000000.0
FEA75,A,C7F70,A,n,na,1184355379,1210000000.0
FEA92,A,C7F56,A,e,ea,1184355327,1210000000.0
FEA92,A,C7F56,A,n,na,1184355327,1210000000.0
FEM75001,A,C7F84,A,e,ea,1186078984,1210000000.0
FEM75001,A,C7F84,A,n,na,1186078984,1210000000.0
FEM75002,A,C7F27,A,n,na,1186078986,1210000000.0
FEM75002,A,C7F27,A,e,ea,1186078986,1210000000.0
FEM75003,A,C7F26,A,n,na,1186078988,1210000000.0
FEM75003,A,C7F26,A,e,ea,1186078988,1210000000.0
FEM75004,A,C7F25,A,n,na,1186078989,1210000000.0
FEM75004,A,C7F25,A,e,ea,1186078989,1210000000.0
FEM75005,A,C7F24,A,n,na,1186078991,1210000000.0
FEM75005,A,C7F24,A,e,ea,1186078991,1210000000.0
FEM75006,A,C7F52,A,n,na,1186078992,1210000000.0
FEM75006,A,C7F52,A,e,ea,1186078992,1210000000.0
FEM75007,A,C7F53,A,n,na,1186078994,1210000000.0
FEM75007,A,C7F53,A,e,ea,1186078994,1210000000.0
FEM75008,A,C7F54,A,n,na,1186078995,1210000000.0
FEM75008,A,C7F54,A,e,ea,1186078995,1210000000.0
FEM75009,A,C7F85,A,n,na,1186078997,1210000000.0
FEM75009,A,C7F85,A,e,ea,1186078997,1210000000.0
FEM75010,A,C7F86,A,n,na,1186078998,1210000000.0
FEM75010,A,C7F86,A,e,ea,1186078998,1210000000.0
FEM75011,A,C7F87,A,e,ea,1186079000,1210000000.0
FEM75011,A,C7F87,A,n,na,1186079000,1210000000.0
FEM75013,A,C7F2,A,n,na,1186876818,1210000000.0
FEM75013,A,C7F2,A,e,ea,1186876818,1210000000.0
FEM75014,A,C7F1,A,e,ea,1186704018,1210000000.0
FEM75014,A,C7F1,A,n,na,1186704018,1210000000.0
FEM75015,A,C7F23,A,n,na,1186704018,1210000000.0
FEM75015,A,C7F23,A,e,ea,1186704018,1210000000.0
FEM75016,A,C7F0,A,e,ea,1186704018,1210000000.0
FEM75016,A,C7F0,A,n,na,1186704018,1210000000.0
FEM75017,A,C7F14,A,n,na,1187136018,1210000000.0
FEM75017,A,C7F14,A,e,ea,1187136018,1210000000.0
FEM75018,A,C7F13,A,n,na,1186704018,1210000000.0
FEM75018,A,C7F13,A,e,ea,1186704018,1210000000.0
FEM75019,A,C7F12,A,n,na,1186704018,1210000000.0
FEM75019,A,C7F12,A,e,ea,1186704018,1210000000.0
FEM75020,A,C7F11,A,n,na,1186704018,1210000000.0
FEM75020,A,C7F11,A,e,ea,1186704018,1210000000.0
FEM75021,A,C7F37,A,e,ea,1186704018,1210000000.0
FEM75021,A,C7F37,A,n,na,1186704018,1210000000.0
FEM75022,A,C7F38,A,e,ea,1186704018,1210000000.0
FEM75022,A,C7F38,A,n,na,1186704018,1210000000.0
FEM75023,A,C7F39,A,n,na,1186704018,1210000000.0
FEM75023,A,C7F39,A,e,ea,1186704018,1210000000.0
FEM75024,A,C7F40,A,e,ea,1187568018,1210000000.0
FEM75024,A,C7F40,A,n,na,1187568018,1210000000.0
FEM75027,A,C7F36,A,n,na,1186963218,1210000000.0
FEM75027,A,C7F36,A,e,ea,1186963218,1210000000.0
FEM75028,A,C7F41,A,n,na,1187568018,1210000000.0
FEM75028,A,C7F41,A,e,ea,1187568018,1210000000.0
FEM75030,A,C7F71,A,e,ea,1188666018,1210000000.0
FEM75030,A,C7F71,A,n,na,1188666018,1210000000.0
FEM75031,A,C7F55,A,e,ea,1188666018,1210000000.0
FEM75031,A,C7F55,A,n,na,1188666018,1210000000.0
FEM75032,A,C7F67,A,e,ea,1189411218,1210000000.0
FEM75032,A,C7F67,A,n,na,1189411218,1210000000.0
FEM75033,A,C7F69,A,n,na,1189357218,1210000000.0
FEM75033,A,C7F69,A,e,ea,1189357218,1210000000.0
RO8A5N,A,CR8A5N,A,b,a,1096484416,1210000000.0
PAM75101,B,RO5A1E,A,eb,a,1185823324,1210000000.0
PAM75101,B,RO5A1N,A,nb,a,1185823324,1210000000.0
PAM75103,B,RO5A3E,A,eb,a,1185823327,1210000000.0
PAM75103,B,RO5A3N,A,nb,a,1185823327,1210000000.0
PAM75104,B,RO5A4E,A,eb,a,1185823329,1210000000.0
PAM75104,B,RO5A4N,A,nb,a,1185823329,1210000000.0
PAM75105,B,RO5A5E,A,eb,a,1185823330,1210000000.0
PAM75105,B,RO5A5N,A,nb,a,1185823330,1210000000.0
PAM75106,B,RO5A6E,A,eb,a,1185823332,1210000000.0
PAM75106,B,RO5A6N,A,nb,a,1185823332,1210000000.0
PAM75107,B,RO5A7E,A,eb,a,1185823333,1210000000.0
PAM75107,B,RO5A7N,A,nb,a,1185823333,1210000000.0
PAM75108,B,RO5A8E,A,eb,a,1185823335,1210000000.0
PAM75108,B,RO5A8N,A,nb,a,1185823335,1210000000.0
PAM75109,B,RO5B1E,A,eb,a,1185823336,1210000000.0
PAM75109,B,RO5B1N,A,nb,a,1185823336,1210000000.0
PAM75110,B,RO5B2E,A,eb,a,1185823338,1210000000.0
PAM75110,B,RO5B2N,A,nb,a,1185823338,1210000000.0
PAM75111,B,RO5B3E,A,eb,a,1185823339,1210000000.0
PAM75111,B,RO5B3N,A,nb,a,1185823339,1210000000.0
PAM75113,B,RO5B5E,A,eb,a,1185823342,1210000000.0
PAM75113,B,RO5B5N,A,nb,a,1185823342,1210000000.0
PAM75114,B,RO5B6E,A,eb,a,1185823344,1210000000.0
PAM75114,B,RO5B6N,A,nb,a,1185823344,1210000000.0
PAM75115,B,RO5B7E,A,eb,a,1185823345,1210000000.0
PAM75115,B,RO5B7N,A,nb,a,1185823345,1210000000.0
PAM75116,B,RO5B8E,A,eb,a,1185823346,1210000000.0
PAM75116,B,RO5B8N,A,nb,a,1185823346,1210000000.0
PAM75133,B,RO8A1E,A,eb,a,1185570532,1210000000.0
PAM75133,B,RO8A1N,A,nb,a,1185570532,1210000000.0
PAM75135,B,RO8A3E,A,eb,a,1185570535,1210000000.0
PAM75135,B,RO8A3N,A,nb,a,1185570535,1210000000.0
PAM75136,B,RO8A4E,A,eb,a,1185570536,1210000000.0
PAM75136,B,RO8A4N,A,nb,a,1185570536,1210000000.0
PAM75137,B,RO8A5E,A,eb,a,1185570538,1210000000.0
PAM75137,B,RO8A5N,A,nb,a,1185570538,1210000000.0
PAM75138,B,RO8A6E,A,eb,a,1185570539,1210000000.0
PAM75138,B,RO8A6N,A,nb,a,1185570539,1210000000.0
PAM75139,B,RO8A7E,A,eb,a,1185570541,1210000000.0
PAM75139,B,RO8A7N,A,nb,a,1185570541,1210000000.0
PAM75140,B,RO8A8E,A,eb,a,1185570542,1210000000.0
PAM75140,B,RO8A8N,A,nb,a,1185570542,1210000000.0
PAM75141,B,RO8B1E,A,eb,a,1185570543,1210000000.0
PAM75141,B,RO8B1N,A,nb,a,1185570543,1210000000.0
PAM75142,B,RO8B2E,A,eb,a,1185570545,1210000000.0
PAM75142,B,RO8B2N,A,nb,a,1185570545,1210000000.0
PAM75143,B,RO8B3E,A,eb,a,1185570546,1210000000.0
PAM75143,B,RO8B3N,A,nb,a,1185570546,1210000000.0
PAM75144,B,RO8B4E,A,eb,a,1185570548,1210000000.0
PAM75144,B,RO8B4N,A,nb,a,1185570548,1210000000.0
PAM75145,B,RO8B5E,A,eb,a,1185570549,1210000000.0
PAM75145,B,RO8B5N,A,nb,a,1185570549,1210000000.0
PAM75146,B,RO8B6E,A,eb,a,1185570551,1210000000.0
PAM75146,B,RO8B6N,A,nb,a,1185570551,1210000000.0
PAM75147,B,RO8B7E,A,eb,a,1185570552,1210000000.0
PAM75147,B,RO8B7N,A,nb,a,1185570552,1210000000.0
PAM75148,B,RO8B8E,A,eb,a,1185570554,1210000000.0
PAM75148,B,RO8B8N,A,nb,a,1185570554,1210000000.0
PAM75165,B,RO5A2E,A,eb,a,1185823326,1210000000.0
PAM75165,B,RO5A2N,A,nb,a,1185823326,1210000000.0
PAM75167,B,RO8A2E,A,eb,a,1188580878,1210000000.0
PAM75167,B,RO8A2N,A,nb,a,1188580878,1210000000.0
RCVR103,A,RO4B2E,A,eb,a,1096484416,1210000000.0
RCVR103,A,RO4B2N,A,nb,a,1096484416,1210000000.0
RCVR104,A,RO7A8E,A,eb,a,1096484416,1210000000.0
RCVR104,A,RO7A8N,A,nb,a,1096484416,1210000000.0
RCVR106,A,RO6B8E,A,eb,a,1096484416,1210000000.0
RCVR106,A,RO6B8N,A,nb,a,1096484416,1210000000.0
RCVR114,A,RO6B7N,A,nb,a,1096484416,1210000000.0
RCVR115,A,RO1B7E,A,eb,a,1096484416,1210000000.0
RCVR115,A,RO1B7N,A,nb,a,1096484416,1210000000.0
RCVR116,A,RO1B2E,A,eb,a,1096484416,1210000000.0
RCVR116,A,RO1B2N,A,nb,a,1096484416,1210000000.0
RCVR117,A,RO7A3E,A,eb,a,1096484416,1210000000.0
RCVR117,A,RO7A3N,A,nb,a,1096484416,1210000000.0
RCVR118,A,RO4B1E,A,eb,a,1096484416,1210000000.0
RCVR118,A,RO4B1N,A,nb,a,1096484416,1210000000.0
RCVR119,A,RO7A6E,A,eb,a,1096484416,1210000000.0
RCVR119,A,RO7A6N,A,nb,a,1096484416,1210000000.0
RCVR121,A,RO7B2E,A,eb,a,1096484416,1210000000.0
RCVR121,A,RO7B2N,A,nb,a,1096484416,1210000000.0
RCVR123,A,RO1A5E,A,eb,a,1096484416,1210000000.0
RCVR123,A,RO1A5N,A,nb,a,1096484416,1210000000.0
RCVR125,A,RO1B5E,A,eb,a,1096484416,1210000000.0
RCVR125,A,RO1B5N,A,nb,a,1096484416,1210000000.0
RCVR127,A,RO7B4E,A,eb,a,1096484416,1210000000.0
RCVR127,A,RO7B4N,A,nb,a,1096484416,1210000000.0
RCVR23,A,RO6B6E,A,eb,a,1096484416,1210000000.0
RCVR23,A,RO6B6N,A,nb,a,1096484416,1210000000.0
RCVR24,A,RO4A6E,A,eb,a,1096484416,1210000000.0
RCVR24,A,RO4A6N,A,nb,a,1096484416,1210000000.0
RCVR27,A,RO4B3E,A,eb,a,1096484416,1210000000.0
RCVR27,A,RO4B3N,A,nb,a,1096484416,1210000000.0
RCVR28,A,RO4A3E,A,eb,a,1096484416,1210000000.0
RCVR28,A,RO4A3N,A,nb,a,1096484416,1210000000.0
RCVR30,A,RO6A7E,A,eb,a,1096484416,1210000000.0
RCVR30,A,RO6A7N,A,nb,a,1096484416,1210000000.0
RCVR31,A,RO6B3E,A,eb,a,1096484416,1210000000.0
RCVR31,A,RO6B3N,A,nb,a,1096484416,1210000000.0
RCVR32,A,RO4A4E,A,eb,a,1096484416,1210000000.0
RCVR32,A,RO4A4N,A,nb,a,1096484416,1210000000.0
RCVR33,A,RO6B5E,A,eb,a,1096484416,1210000000.0
RCVR33,A,RO6B5N,A,nb,a,1096484416,1210000000.0
RCVR35,A,RO1A8E,A,eb,a,1096484416,1210000000.0
RCVR35,A,RO1A8N,A,nb,a,1096484416,1210000000.0
RCVR36,A,RO1A4E,A,eb,a,1096484416,1210000000.0
RCVR36,A,RO1A4N,A,nb,a,1096484416,1210000000.0
RCVR38,A,RO1A1E,A,eb,a,1096484416,1210000000.0
RCVR38,A,RO1A1N,A,nb,a,1096484416,1210000000.0
RCVR4,A,RO1A6E,A,eb,a,1096484416,1210000000.0
RCVR4,A,RO1A6N,A,nb,a,1096484416,1210000000.0
RCVR40,A,RO7B6E,A,eb,a,1096484416,1210000000.0
RCVR40,A,RO7B6N,A,nb,a,1096484416,1210000000.0
RCVR42,A,RO7B5E,A,eb,a,1096484416,1210000000.0
RCVR42,A,RO7B5N,A,nb,a,1096484416,1210000000.0
RCVR43,A,RO7A4E,A,eb,a,1096484416,1210000000.0
RCVR43,A,RO7A4N,A,nb,a,1096484416,1210000000.0
RCVR44,A,RO7B1E,A,eb,a,1096484416,1210000000.0
RCVR44,A,RO7B1N,A,nb,a,1096484416,1210000000.0
RCVR45,A,RO6A6E,A,eb,a,1096484416,1210000000.0
RCVR45,A,RO6A6N,A,nb,a,1096484416,1210000000.0
RCVR58,A,RO4A7N,A,nb,a,1096484416,1210000000.0
RCVR59,A,RO4B7E,A,eb,a,1096484416,1210000000.0
RCVR59,A,RO4B7N,A,nb,a,1096484416,1210000000.0
RCVR61,A,RO4A2E,A,eb,a,1096484416,1210000000.0
RCVR61,A,RO4A2N,A,nb,a,1096484416,1210000000.0
RCVR62,A,RO4B4E,A,eb,a,1096484416,1210000000.0
RCVR62,A,RO4B4N,A,nb,a,1096484416,1210000000.0
RCVR63,A,RO4B6E,A,eb,a,1096484416,1210000000.0
RCVR63,A,RO4B6N,A,nb,a,1096484416,1210000000.0
RCVR64,A,RO6A1E,A,eb,a,1096484416,1210000000.0
RCVR64,A,RO6A1N,A,nb,a,1096484416,1210000000.0
RCVR72,A,RO1B3E,A,eb,a,1096484416,1210000000.0
RCVR72,A,RO1B3N,A,nb,a,1096484416,1210000000.0
RCVR74,A,RO7A2E,A,eb,a,1096484416,1210000000.0
RCVR74,A,RO7A2N,A,nb,a,1096484416,1210000000.0
RCVR75,A,RO6A5E,A,eb,a,1096484416,1210000000.0
RCVR75,A,RO6A5N,A,nb,a,1096484416,1210000000.0
RCVR76,A,RO6A3E,A,eb,a,1096484416,1210000000.0
RCVR76,A,RO6A3N,A,nb,a,1096484416,1210000000.0
RCVR77,A,RO6B4E,A,eb,a,1096484416,1210000000.0
RCVR77,A,RO6B4N,A,nb,a,1096484416,1210000000.0
RCVR78,A,RO6A4E,A,eb,a,1096484416,1210000000.0
RCVR78,A,RO6A4N,A,nb,a,1096484416,1210000000.0
RCVR88,A,RO6A8E,A,eb,a,1096484416,1210000000.0
RCVR88,A,RO6A8N,A,nb,a,1096484416,1210000000.0
RCVR89,A,RO7A7E,A,eb,a,1096484416,1210000000.0
RCVR89,A,RO7A7N,A,nb,a,1096484416,1210000000.0
RCVR9,A,RO1A3E,A,eb,a,1096484416,1210000000.0
RCVR9,A,RO1A3N,A,nb,a,1096484416,1210000000.0
RCVR91,A,RO1B1E,A,eb,a,1096484416,1210000000.0
RCVR91,A,RO1B1N,A,nb,a,1096484416,1210000000.0
RCVR92,A,RO1B4E,A,eb,a,1096484416,1210000000.0
RCVR92,A,RO1B4N,A,nb,a,1096484416,1210000000.0
RCVR93,A,RO4A1E,A,eb,a,1096484416,1210000000.0
RCVR93,A,RO4A1N,A,nb,a,1096484416,1210000000.0
RCVR97,A,RO4B5E,A,eb,a,1096484416,1210000000.0
RCVR97,A,RO4B5N,A,nb,a,1096484416,1210000000.0
RCVR98,A,RO7A1E,A,eb,a,1096484416,1210000000.0
RCVR98,A,RO7A1N,A,nb,a,1096484416,1210000000.0
RCVR99,A,RO7B8E,A,eb,a,1096484416,1210000000.0
RCVR99,A,RO7B8N,A,nb,a,1096484416,1210000000.0
RI1A1E,A,RCVR38,A,b,ea,1096484416,1210000000.0
RI1A1N,A,RCVR38,A,b,na,1096484416,1210000000.0
RI1A2E,A,RCVR56,A,b,ea,1096484416,1210000000.0
RI1A2N,A,RCVR56,A,b,na,1096484416,1210000000.0
RI1A3E,A,RCVR9,A,b,ea,1096484416,1210000000.0
RI1A4E,A,RCVR36,A,b,ea,1096484416,1210000000.0
RI1A4N,A,RCVR36,A,b,na,1096484416,1210000000.0
RI1A5E,A,RCVR123,A,b,ea,1096484416,1210000000.0
RI1A5N,A,RCVR123,A,b,na,1096484416,1210000000.0
RI1A6E,A,RCVR4,A,b,ea,1096484416,1210000000.0
RI1A6N,A,RCVR4,A,b,na,1096484416,1210000000.0
RI1A7E,A,RCVR51,A,b,ea,1096484416,1210000000.0
RI1A7N,A,RCVR51,A,b,na,1096484416,1210000000.0
RI1A8E,A,RCVR35,A,b,ea,1096484416,1210000000.0
RI1A8N,A,RCVR35,A,b,na,1096484416,1210000000.0
RI1B1E,A,RCVR91,A,b,ea,1096484416,1210000000.0
RI1B1N,A,RCVR91,A,b,na,1096484416,1210000000.0
RI1B2E,A,RCVR116,A,b,ea,1096484416,1210000000.0
RI1B2N,A,RCVR116,A,b,na,1096484416,1210000000.0
RI1B3E,A,RCVR72,A,b,ea,1096484416,1210000000.0
RI1B3N,A,RCVR72,A,b,na,1096484416,1210000000.0
RI1B4E,A,RCVR92,A,b,ea,1096484416,1210000000.0
RI1B4N,A,RCVR92,A,b,na,1096484416,1210000000.0
RI1B5E,A,RCVR125,A,b,ea,1096484416,1210000000.0
RI1B5N,A,RCVR125,A,b,na,1096484416,1210000000.0
RI1B6E,A,RCVR50,A,b,ea,1096484416,1210000000.0
RI1B6N,A,RCVR50,A,b,na,1096484416,1210000000.0
RI1B7E,A,RCVR115,A,b,ea,1096484416,1210000000.0
RI1B7N,A,RCVR115,A,b,na,1096484416,1210000000.0
RI1B8E,A,RCVR54,A,b,ea,1096484416,1210000000.0
RI1B8N,A,RCVR54,A,b,na,1096484416,1210000000.0
RO8A6E,A,CR8A6E,A,b,a,1096484416,1210000000.0
RO8A6N,A,CR8A6N,A,b,a,1096484416,1210000000.0
RO8A7E,A,CR8A7E,A,b,a,1096484416,1210000000.0
RO8A7N,A,CR8A7N,A,b,a,1096484416,1210000000.0
RO8A8E,A,CR8A8E,A,b,a,1096484416,1210000000.0
RO8A8N,A,CR8A8N,A,b,a,1096484416,1210000000.0
RO8B1E,A,CR8B1E,A,b,a,1096484416,1210000000.0
RO8B1N,A,CR8B1N,A,b,a,1096484416,1210000000.0
RO8B2E,A,CR8B2E,A,b,a,1096484416,1210000000.0
RO8B2N,A,CR8B2N,A,b,a,1096484416,1210000000.0
RO8B3E,A,CR8B3E,A,b,a,1096484416,1210000000.0
RO8B3N,A,CR8B3N,A,b,a,1096484416,1210000000.0
RO8B4E,A,CR8B4E,A,b,a,1096484416,1210000000.0
RO8B4N,A,CR8B4N,A,b,a,1096484416,1210000000.0
RO8B5E,A,CR8B5E,A,b,a,1096484416,1210000000.0
RO8B5N,A,CR8B5N,A,b,a,1096484416,1210000000.0
RO8B6E,A,CR8B6E,A,b,a,1096484416,1210000000.0
RO8B6N,A,CR8B6N,A,b,a,1096484416,1210000000.0
RO8B7E,A,CR8B7E,A,b,a,1096484416,1210000000.0
RO8B7N,A,CR8B7N,A,b,a,1096484416,1210000000.0
RO8B8E,A,CR8B8E,A,b,a,1096484416,1210000000.0
RO8B8N,A,CR8B8N,A,b,a,1096484416,1210000000.0
RI4A1E,A,RCVR93,A,b,ea,1096484416,1210000000.0
RI4A1N,A,RCVR93,A,b,na,1096484416,1210000000.0
RI4A2E,A,RCVR61,A,b,ea,1096484416,1210000000.0
RI4A2N,A,RCVR61,A,b,na,1096484416,1210000000.0
RI4A3E,A,RCVR28,A,b,ea,1096484416,1210000000.0
RI4A3N,A,RCVR28,A,b,na,1096484416,1210000000.0
RI4A4E,A,RCVR32,A,b,ea,1096484416,1210000000.0
RI4A4N,A,RCVR32,A,b,na,1096484416,1210000000.0
RI4A5E,A,RCVR111,A,b,ea,1096484416,1210000000.0
RI4A5N,A,RCVR111,A,b,na,1096484416,1210000000.0
RI4A6E,A,RCVR24,A,b,ea,1096484416,1210000000.0
RI4A6N,A,RCVR24,A,b,na,1096484416,1210000000.0
RI4A7E,A,RCVR58,A,b,ea,1096484416,1210000000.0
RI4A7N,A,RCVR58,A,b,na,1096484416,1210000000.0
RI4A8E,A,RCVR55,A,b,ea,1096484416,1210000000.0
RI4A8N,A,RCVR55,A,b,na,1096484416,1210000000.0
RI4B1E,A,RCVR118,A,b,ea,1096484416,1210000000.0
RI4B1N,A,RCVR118,A,b,na,1096484416,1210000000.0
RI4B2E,A,RCVR103,A,b,ea,1096484416,1210000000.0
RI4B2N,A,RCVR103,A,b,na,1096484416,1210000000.0
RI4B3E,A,RCVR27,A,b,ea,1096484416,1210000000.0
RI4B3N,A,RCVR27,A,b,na,1096484416,1210000000.0
RI4B4E,A,RCVR62,A,b,ea,1096484416,1210000000.0
RI4B4N,A,RCVR62,A,b,na,1096484416,1210000000.0
RI4B5E,A,RCVR97,A,b,ea,1096484416,1210000000.0
RI4B5N,A,RCVR97,A,b,na,1096484416,1210000000.0
RI4B6E,A,RCVR63,A,b,ea,1096484416,1210000000.0
RI4B6N,A,RCVR63,A,b,na,1096484416,1210000000.0
RI4B7E,A,RCVR59,A,b,ea,1096484416,1210000000.0
RI4B7N,A,RCVR59,A,b,na,1096484416,1210000000.0
RI4B8E,A,RCVR52,A,b,ea,1096484416,1210000000.0
RI4B8N,A,RCVR52,A,b,na,1096484416,1210000000.0
RI5A1E,A,PAM75101,B,b,ea,1185823324,1210000000.0
RI5A1N,A,PAM75101,B,b,na,1185823324,1210000000.0
RI5A2E,A,PAM75165,B,b,ea,1185823326,1210000000.0
RI5A2N,A,PAM75165,B,b,na,1185823326,1210000000.0
RI5A3E,A,PAM75103,B,b,ea,1185823327,1210000000.0
RI5A3N,A,PAM75103,B,b,na,1185823327,1210000000.0
RI5A4E,A,PAM75104,B,b,ea,1185823329,1210000000.0
RI5A4N,A,PAM75104,B,b,na,1185823329,1210000000.0
RI5A5E,A,PAM75105,B,b,ea,1185823330,1210000000.0
