hpn,hpn_rev,hptype,manufacturer_number,start_gpstime,stop_gpstime
CR4A1E,A,cable-receiverator,CBLR4A1E,1096509616,
CR4A1N,A,cable-receiverator,CBLR4A1N,1096509616,
CR4A2E,A,cable-receiverator,CBLR4A2E,1096509616,
CR4A2N,A,cable-receiverator,CBLR4A2N,1096509616,
CR4A3E,A,cable-receiverator,CBLR4A3E,1096509616,
CR4A3N,A,cable-receiverator,CBLR4A3N,1096509616,
CR4A4E,A,cable-receiverator,CBLR4A4E,1096509616,
CR4A4N,A,cable-receiverator,CBLR4A4N,1096509616,
CR4A5E,A,cable-receiverator,CBLR4A5E,1096509616,
CR4A5N,A,cable-receiverator,CBLR4A5N,1096509616,
CR4A6E,A,cable-receiverator,CBLR4A6E,1096509616,
CR4A6N,A,cable-receiverator,CBLR4A6N,1096509616,
CR4A7E,A,cable-receiverator,CBLR4A7E,1096509616,
CR4A7N,A,cable-receiverator,CBLR4A7N,1096509616,
CR4A8E,A,cable-receiverator,CBLR4A8E,1096509616,
CR4A8N,A,cable-receiverator,CBLR4A8N,1096509616,
CR4B1E,A,cable-receiverator,CBLR4B1E,1096509616,
CR4B1N,A,cable-receiverator,CBLR4B1N,1096509616,
CR4B2E,A,cable-receiverator,CBLR4B2E,1096509616,
CR4B2N,A,cable-receiverator,CBLR4B2N,1096509616,
CR4B3E,A,cable-receiverator,CBLR4B3E,1096509616,
CR4B3N,A,cable-receiverator,CBLR4B3N,1096509616,
CR4B4E,A,cable-receiverator,CBLR4B4E,1096509616,
FEM75034,A,front-end,75034,1191232818,
CR4B4N,A,cable-receiverator,CBLR4B4N,1096509616,
CR4B5E,A,cable-receiverator,CBLR4B5E,1096509616,
CR4B5N,A,cable-receiverator,CBLR4B5N,1096509616,
CR4B6E,A,cable-receiverator,CBLR4B6E,1096509616,
CR4B6N,A,cable-receiverator,CBLR4B6N,1096509616,
CR4B7E,A,cable-receiverator,CBLR4B7E,1096509616,
CR4B7N,A,cable-receiverator,CBLR4B7N,1096509616,
CR4B8E,A,cable-receiverator,CBLR4B8E,1096509616,
CR4B8N,A,cable-receiverator,CBLR4B8N,1096509616,
CR5A1E,A,cable-receiverator,CBLR5A1E,1096509616,
CR5A1N,A,cable-receiverator,CBLR5A1N,1096509616,
CR5A2E,A,cable-receiverator,CBLR5A2E,1096509616,
CR5A2N,A,cable-receiverator,CBLR5A2N,1096509616,
CR5A3E,A,cable-receiverator,CBLR5A3E,1096509616,
CR5A3N,A,cable-receiverator,CBLR5A3N,1096509616,
CR5A4E,A,cable-receiverator,CBLR5A4E,1096509616,
CR5A4N,A,cable-receiverator,CBLR5A4N,1096509616,
CR5A5E,A,cable-receiverator,CBLR5A5E,1096509616,
CR5A5N,A,cable-receiverator,CBLR5A5N,1096509616,
CR5A6E,A,cable-receiverator,CBLR5A6E,1096509616,
CR5A6N,A,cable-receiverator,CBLR5A6N,1096509616,
CR5A7E,A,cable-receiverator,CBLR5A7E,1096509616,
CR5A7N,A,cable-receiverator,CBLR5A7N,1096509616,
CR5A8E,A,cable-receiverator,CBLR5A8E,1096509616,
CR5A8N,A,cable-receiverator,CBLR5A8N,1096509616,
CR5B1E,A,cable-receiverator,CBLR5B1E,1096509616,
CR5B1N,A,cable-receiverator,CBLR5B1N,1096509616,
CR5B2E,A,cable-receiverator,CBLR5B2E,1096509616,
CR5B2N,A,cable-receiverator,CBLR5B2N,1096509616,
CR5B3E,A,cable-receiverator,CBLR5B3E,1096509616,
CR5B3N,A,cable-receiverator,CBLR5B3N,1096509616,
CR5B4E,A,cable-receiverator,CBLR5B4E,1096509616,
CR5B4N,A,cable-receiverator,CBLR5B4N,1096509616,
CR5B5E,A,cable-receiverator,CBLR5B5E,1096509616,
CR5B5N,A,cable-receiverator,CBLR5B5N,1096509616,
CR5B6E,A,cable-receiverator,CBLR5B6E,1096509616,
CR5B6N,A,cable-receiverator,CBLR5B6N,1096509616,
CR5B7E,A,cable-receiverator,CBLR5B7E,1096509616,
CR5B7N,A,cable-receiverator,CBLR5B7N,1096509616,
CR5B8E,A,cable-receiverator,CBLR5B8E,1096509616,
CR5B8N,A,cable-receiverator,CBLR5B8N,1096509616,
CR6A1E,A,cable-receiverator,CBLR6A1E,1096509616,
CR6A1N,A,cable-receiverator,CBLR6A1N,1096509616,
CR6A2E,A,cable-receiverator,CBLR6A2E,1096509616,
CR6A2N,A,cable-receiverator,CBLR6A2N,1096509616,
CR6A3E,A,cable-receiverator,CBLR6A3E,1096509616,
CR6A3N,A,cable-receiverator,CBLR6A3N,1096509616,
CR6A4E,A,cable-receiverator,CBLR6A4E,1096509616,
CR6A4N,A,cable-receiverator,CBLR6A4N,1096509616,
CR6A5E,A,cable-receiverator,CBLR6A5E,1096509616,
CR6A5N,A,cable-receiverator,CBLR6A5N,1096509616,
CR6A6E,A,cable-receiverator,CBLR6A6E,1096509616,
CR6A6N,A,cable-receiverator,CBLR6A6N,1096509616,
CR6A7E,A,cable-receiverator,CBLR6A7E,1096509616,
CR6A7N,A,cable-receiverator,CBLR6A7N,1096509616,
CR6A8E,A,cable-receiverator,CBLR6A8E,1096509616,
CR6A8N,A,cable-receiverator,CBLR6A8N,1096509616,
CR6B1E,A,cable-receiverator,CBLR6B1E,1096509616,
CR6B1N,A,cable-receiverator,CBLR6B1N,1096509616,
CR6B2E,A,cable-receiverator,CBLR6B2E,1096509616,
CR6B2N,A,cable-receiverator,CBLR6B2N,1096509616,
CR6B3E,A,cable-receiverator,CBLR6B3E,1096509616,
CR6B3N,A,cable-receiverator,CBLR6B3N,1096509616,
CR6B4E,A,cable-receiverator,CBLR6B4E,1096509616,
CR6B4N,A,cable-receiverator,CBLR6B4N,1096509616,
CR6B5E,A,cable-receiverator,CBLR6B5E,1096509616,
CR6B5N,A,cable-receiverator,CBLR6B5N,1096509616,
CR6B6E,A,cable-receiverator,CBLR6B6E,1096509616,
CR6B6N,A,cable-receiverator,CBLR6B6N,1096509616,
CR6B7E,A,cable-receiverator,CBLR6B7E,1096509616,
CR6B7N,A,cable-receiverator,CBLR6B7N,1096509616,
CR6B8E,A,cable-receiverator,CBLR6B8E,1096509616,
CR6B8N,A,cable-receiverator,CBLR6B8N,1096509616,
CR7A1E,A,cable-receiverator,CBLR7A1E,1096509616,
CR7A1N,A,cable-receiverator,CBLR7A1N,1096509616,
CR7A2E,A,cable-receiverator,CBLR7A2E,1096509616,
CR7A2N,A,cable-receiverator,CBLR7A2N,1096509616,
CR7A3E,A,cable-receiverator,CBLR7A3E,1096509616,
CR7A3N,A,cable-receiverator,CBLR7A3N,1096509616,
CR7A4E,A,cable-receiverator,CBLR7A4E,1096509616,
CR7A4N,A,cable-receiverator,CBLR7A4N,1096509616,
CR7A5E,A,cable-receiverator,CBLR7A5E,1096509616,
CR7A5N,A,cable-receiverator,CBLR7A5N,1096509616,
CR7A6E,A,cable-receiverator,CBLR7A6E,1096509616,
CR7A6N,A,cable-receiverator,CBLR7A6N,1096509616,
CR7A7E,A,cable-receiverator,CBLR7A7E,1096509616,
CR7A7N,A,cable-receiverator,CBLR7A7N,1096509616,
CR7A8E,A,cable-receiverator,CBLR7A8E,1096509616,
CR7A8N,A,cable-receiverator,CBLR7A8N,1096509616,
CR7B1E,A,cable-receiverator,CBLR7B1E,1096509616,
CR7B1N,A,cable-receiverator,CBLR7B1N,1096509616,
CR7B2E,A,cable-receiverator,CBLR7B2E,1096509616,
CR7B2N,A,cable-receiverator,CBLR7B2N,1096509616,
CR7B3E,A,cable-receiverator,CBLR7B3E,1096509616,
CR7B3N,A,cable-receiverator,CBLR7B3N,1096509616,
CR7B4E,A,cable-receiverator,CBLR7B4E,1096509616,
CR7B4N,A,cable-receiverator,CBLR7B4N,1096509616,
CR7B5E,A,cable-receiverator,CBLR7B5E,1096509616,
CR7B5N,A,cable-receiverator,CBLR7B5N,1096509616,
CR7B6E,A,cable-receiverator,CBLR7B6E,1096509616,
CR7B6N,A,cable-receiverator,CBLR7B6N,1096509616,
CR7B7E,A,cable-receiverator,CBLR7B7E,1096509616,
CR7B7N,A,cable-receiverator,CBLR7B7N,1096509616,
CR7B8E,A,cable-receiverator,CBLR7B8E,1096509616,
CR7B8N,A,cable-receiverator,CBLR7B8N,1096509616,
CR8A1E,A,cable-receiverator,CBLR8A1E,1096509616,
CR8A1N,A,cable-receiverator,CBLR8A1N,1096509616,
CR8A2E,A,cable-receiverator,CBLR8A2E,1096509616,
CR8A2N,A,cable-receiverator,CBLR8A2N,1096509616,
CR8A3E,A,cable-receiverator,CBLR8A3E,1096509616,
CR8A3N,A,cable-receiverator,CBLR8A3N,1096509616,
CR8A4E,A,cable-receiverator,CBLR8A4E,1096509616,
CR8A4N,A,cable-receiverator,CBLR8A4N,1096509616,
CR8A5E,A,cable-receiverator,CBLR8A5E,1096509616,
CR8A5N,A,cable-receiverator,CBLR8A5N,1096509616,
CR8A6E,A,cable-receiverator,CBLR8A6E,1096509616,
CR8A6N,A,cable-receiverator,CBLR8A6N,1096509616,
CR8A7E,A,cable-receiverator,CBLR8A7E,1096509616,
CR8A7N,A,cable-receiverator,CBLR8A7N,1096509616,
CR8A8E,A,cable-receiverator,CBLR8A8E,1096509616,
CR8A8N,A,cable-receiverator,CBLR8A8N,1096509616,
CR8B1E,A,cable-receiverator,CBLR8B1E,1096509616,
CR8B1N,A,cable-receiverator,CBLR8B1N,1096509616,
CR8B2E,A,cable-receiverator,CBLR8B2E,1096509616,
CR8B2N,A,cable-receiverator,CBLR8B2N,1096509616,
CR8B3E,A,cable-receiverator,CBLR8B3E,1096509616,
CR8B3N,A,cable-receiverator,CBLR8B3N,1096509616,
CR8B4E,A,cable-receiverator,CBLR8B4E,1096509616,
CR8B4N,A,cable-receiverator,CBLR8B4N,1096509616,
CR8B5E,A,cable-receiverator,CBLR8B5E,1096509616,
CR8B5N,A,cable-receiverator,CBLR8B5N,1096509616,
CR8B6E,A,cable-receiverator,CBLR8B6E,1096509616,
CR8B6N,A,cable-receiverator,CBLR8B6N,1096509616,
CR8B7E,A,cable-receiverator,CBLR8B7E,1096509616,
CR8B7N,A,cable-receiverator,CBLR8B7N,1096509616,
CR8B8E,A,cable-receiverator,CBLR8B8E,1096509616,
CR8B8N,A,cable-receiverator,CBLR8B8N,1096509616,
DF1A1,A,f-engine,PF1A1,1096509616,
DF1A2,A,f-engine,PF1A2,1096509616,
DF1A3,A,f-engine,PF1A3,1096509616,
DF1A4,A,f-engine,PF1A4,1096509616,
DF1B1,A,f-engine,PF1B1,1096509616,
DF1B2,A,f-engine,PF1B2,1096509616,
DF1B3,A,f-engine,PF1B3,1096509616,
DF1B4,A,f-engine,PF1B4,1096509616,
DF1C1,A,f-engine,PF1C1,1096509616,
DF1C2,A,f-engine,PF1C2,1096509616,
DF1D1,A,f-engine,PF1D1,1096509616,
DF1D2,A,f-engine,PF1D2,1096509616,
DF1D3,A,f-engine,PF1D3,1096509616,
DF1D4,A,f-engine,PF1D4,1096509616,
DF1E1,A,f-engine,PF1E1,1096509616,
DF1E2,A,f-engine,PF1E2,1096509616,
DF1E3,A,f-engine,PF1E3,1096509616,
DF1E4,A,f-engine,PF1E4,1096509616,
DF1F1,A,f-engine,PF1F1,1096509616,
DF1F2,A,f-engine,PF1F2,1096509616,
DF1F3,A,f-engine,PF1F3,1096509616,
DF1F4,A,f-engine,PF1F4,1096509616,
DF1G1,A,f-engine,PF1G1,1096509616,
DF1G2,A,f-engine,PF1G2,1096509616,
DF1G3,A,f-engine,PF1G3,1096509616,
DF1G4,A,f-engine,PF1G4,1096509616,
DF1H1,A,f-engine,PF1H1,1096509616,
DF1H2,A,f-engine,PF1H2,1096509616,
DF1H3,A,f-engine,PF1H3,1096509616,
DF1H4,A,f-engine,PF1H4,1096509616,
DF2A1,A,f-engine,PF2A1,1096509616,
DF2A2,A,f-engine,PF2A2,1096509616,
DF2A3,A,f-engine,PF2A3,1096509616,
DF2A4,A,f-engine,PF2A4,1096509616,
DF2B1,A,f-engine,PF2B1,1096509616,
DF2B2,A,f-engine,PF2B2,1096509616,
DF2B3,A,f-engine,PF2B3,1096509616,
DF2B4,A,f-engine,PF2B4,1096509616,
DF2C1,A,f-engine,PF2C1,1096509616,
DF2C2,A,f-engine,PF2C2,1096509616,
DF2C3,A,f-engine,PF2C3,1096509616,
DF2C4,A,f-engine,PF2C4,1096509616,
DF2D1,A,f-engine,PF2D1,1096509616,
DF2D2,A,f-engine,PF2D2,1096509616,
DF2D3,A,f-engine,PF2D3,1096509616,
DF2D4,A,f-engine,PF2D4,1096509616,
DF2E1,A,f-engine,PF2E1,1096509616,
DF2E3,A,f-engine,PF2E3,1096509616,
DF2E4,A,f-engine,PF2E4,1096509616,
DF2F1,A,f-engine,PF2F1,1096509616,
DF2F2,A,f-engine,PF2F2,1096509616,
DF2F3,A,f-engine,PF2F3,1096509616,
DF2F4,A,f-engine,PF2F4,1096509616,
DF2G1,A,f-engine,PF2G1,1096509616,
DF2G2,A,f-engine,PF2G2,1096509616,
DF2G3,A,f-engine,PF2G3,1096509616,
DF2G4,A,f-engine,PF2G4,1096509616,
DF2H1,A,f-engine,PF2H1,1096509616,
DF2H2,A,f-engine,PF2H2,1096509616,
DF2H3,A,f-engine,PF2H3,1096509616,
DF2H4,A,f-engine,PF2H4,1096509616,
DF3A1,A,f-engine,PF3A1,1096509616,
DF3A2,A,f-engine,PF3A2,1096509616,
DF3A3,A,f-engine,PF3A3,1096509616,
DF3A4,A,f-engine,PF3A4,1096509616,
DF3B1,A,f-engine,PF3B1,1096509616,
DF3B2,A,f-engine,PF3B2,1096509616,
DF3B3,A,f-engine,PF3B3,1096509616,
DF3B4,A,f-engine,PF3B4,1096509616,
DF3C1,A,f-engine,PF3C1,1096509616,
DF3C3,A,f-engine,PF3C3,1096509616,
DF3C4,A,f-engine,PF3C4,1096509616,
DF3D1,A,f-engine,PF3D1,1096509616,
DF3D2,A,f-engine,PF3D2,1096509616,
DF3D3,A,f-engine,PF3D3,1096509616,
DF3D4,A,f-engine,PF3D4,1096509616,
DF3E1,A,f-engine,PF3E1,1096509616,
DF3E2,A,f-engine,PF3E2,1096509616,
DF3E3,A,f-engine,PF3E3,1096509616,
DF3E4,A,f-engine,PF3E4,1096509616,
DF3F1,A,f-engine,PF3F1,1096509616,
DF3F2,A,f-engine,PF3F2,1096509616,
DF3F3,A,f-engine,PF3F3,1096509616,
DF3F4,A,f-engine,PF3F4,1096509616,
DF3G1,A,f-engine,PF3G1,1096509616,
DF3G2,A,f-engine,PF3G2,1096509616,
DF3G3,A,f-engine,PF3G3,1096509616,
DF3G4,A,f-engine,PF3G4,1096509616,
DF3H1,A,f-engine,PF3H1,1096509616,
DF3H2,A,f-engine,PF3H2,1096509616,
DF3H3,A,f-engine,PF3H3,1096509616,
DF3H4,A,f-engine,PF3H4,1096509616,
DF4A1,A,f-engine,PF4A1,1096509616,
DF4A2,A,f-engine,PF4A2,1096509616,
DF4A3,A,f-engine,PF4A3,1096509616,
DF4A4,A,f-engine,PF4A4,1096509616,
DF4B1,A,f-engine,PF4B1,1096509616,
DF4B2,A,f-engine,PF4B2,1096509616,
DF4B3,A,f-engine,PF4B3,1096509616,
DF4B4,A,f-engine,PF4B4,1096509616,
DF4C1,A,f-engine,PF4C1,1096509616,
DF4C2,A,f-engine,PF4C2,1096509616,
DF4C3,A,f-engine,PF4C3,1096509616,
DF4C4,A,f-engine,PF4C4,1096509616,
DF4D1,A,f-engine,PF4D1,1096509616,
DF4D2,A,f-engine,PF4D2,1096509616,
DF4D3,A,f-engine,PF4D3,1096509616,
DF4D4,A,f-engine,PF4D4,1096509616,
DF4E1,A,f-engine,PF4E1,1096509616,
DF4E2,A,f-engine,PF4E2,1096509616,
DF4E3,A,f-engine,PF4E3,1096509616,
DF4E4,A,f-engine,PF4E4,1096509616,
DF4F1,A,f-engine,PF4F1,1096509616,
DF4F2,A,f-engine,PF4F2,1096509616,
DF4F3,A,f-engine,PF4F3,1096509616,
DF4F4,A,f-engine,PF4F4,1096509616,
DF4G1,A,f-engine,PF4G1,1096509616,
DF4G2,A,f-engine,PF4G2,1096509616,
DF4G3,A,f-engine,PF4G3,1096509616,
DF4G4,A,f-engine,PF4G4,1096509616,
DF4H1,A,f-engine,PF4H1,1096509616,
DF4H2,A,f-engine,PF4H2,1096509616,
DF4H3,A,f-engine,PF4H3,1096509616,
DF4H4,A,f-engine,PF4H4,1096509616,
DF5A1,A,f-engine,PF5A1,1096509616,
FDP53,A,feed,P53,1096509616,1096509616.0
FEM75041,A,front-end,75041,1195462818,
PAM75122,B,post-amp,75122,1195462818,
FEM75042,A,front-end,75042,1195466418,
FEM75043,A,front-end,75043,1195466418,
FEM75044,A,front-end,75044,1195466418,
FEM75045,A,front-end,75045,1195466418,
FEM75046,A,front-end,75046,1195466418,
PAM75117,B,post-amp,75117,1195466418,
PAM75118,B,post-amp,75118,1195466418,
PAM75119,B,post-amp,75119,1195466418,
PAM75120,B,post-amp,75120,1195466418,
PAM75121,B,post-amp,75121,1195466418,
HH136,A,station,HH136,1195670040,
A136,H,antenna,S/N53,1195552818,
FDA1,B,feed,P1,1195552818,
C7F136,A,cable-feed75,C7F136,1195552818,
HH137,A,station,HH137,1195670061,
A137,H,antenna,S/N54,1195552818,
FDA2,B,feed,P2,1195552818,
C7F137,A,cable-feed75,C7F137,1195552818,
HH138,A,station,HH138,1195670082,
A138,H,antenna,S/N55,1195552818,
FDA3,B,feed,P3,1195552818,
C7F138,A,cable-feed75,C7F138,1195552818,
HH139,A,station,HH139,1195670104,
A139,H,antenna,S/N56,1195552818,
FDA4,B,feed,P4,1195552818,
C7F139,A,cable-feed75,C7F139,1195552818,
HH140,A,station,HH140,1195670126,
A140,H,antenna,S/N57,1195552818,
FDA30,B,feed,P30,1195552818,
C7F140,A,cable-feed75,C7F140,1195552818,
FEM75036,A,front-end,75036,1196503218,
A100,P,antenna,P100,1096509616,1159351217.0
A101,P,antenna,P101,1096509616,1159351217.0
A102,P,antenna,P102,1096509616,1159351217.0
A103,P,antenna,P103,1096509616,1159351217.0
A106,P,antenna,P106,1096509616,1159351217.0
A109,P,antenna,P109,1096509616,1159351217.0
A110,P,antenna,P110,1096509616,1159351217.0
A111,P,antenna,P111,1096509616,1159351217.0
A113,P,antenna,P113,1096509616,1159351217.0
A114,P,antenna,P114,1096509616,1159351217.0
A115,P,antenna,P115,1096509616,1159351217.0
A116,P,antenna,P116,1096509616,1159351217.0
A117,P,antenna,P117,1096509616,1159351217.0
A118,P,antenna,P118,1096509616,1159351217.0
A119,P,antenna,P119,1096509616,1159351217.0
A120,P,antenna,P120,1096509616,1159351217.0
A121,P,antenna,P121,1096509616,1159351217.0
A122,P,antenna,P122,1096509616,1159351217.0
A123,P,antenna,P123,1096509616,1159351217.0
A124,P,antenna,P124,1096509616,1159351217.0
A125,P,antenna,P125,1096509616,1159351217.0
A12,P,antenna,P12,1096509616,1159351217.0
A17,P,antenna,P17,1096509616,1159351217.0
A21,P,antenna,P21,1096509616,1159351217.0
A30,P,antenna,P30,1096509616,1159351217.0
A32,P,antenna,P32,1096509616,1159351217.0
A34,P,antenna,P34,1096509616,1159351217.0
A44,P,antenna,P44,1096509616,1159351217.0
A45,P,antenna,P45,1096509616,1159351217.0
A46,P,antenna,P46,1096509616,1159351217.0
A47,P,antenna,P47,1096509616,1159351217.0
A49,P,antenna,P49,1096509616,1159351217.0
A50,P,antenna,P50,1096509616,1159351217.0
A57,P,antenna,P57,1096509616,1159351217.0
A58,P,antenna,P58,1096509616,1159351217.0
A59,P,antenna,P59,1096509616,1159351217.0
A60,P,antenna,P60,1096509616,1159351217.0
A61,P,antenna,P61,1096509616,1159351217.0
A62,P,antenna,P62,1096509616,1159351217.0
A63,P,antenna,P63,1096509616,1159351217.0
A66,P,antenna,P66,1096509616,1159351217.0
A73,P,antenna,P73,1096509616,1159351217.0
A74,P,antenna,P74,1096509616,1159351217.0
A76,P,antenna,P76,1096509616,1159351217.0
A77,P,antenna,P77,1096509616,1159351217.0
A78,P,antenna,P78,1096509616,1159351217.0
A79,P,antenna,P79,1096509616,1159351217.0
A7,P,antenna,P7,1096509616,1159351217.0
A82,P,antenna,P82,1096509616,1159351217.0
A83,P,antenna,P83,1096509616,1159351217.0
A90,P,antenna,P90,1096509616,1159351217.0
A93,P,antenna,P93,1096509616,1159351217.0
A94,P,antenna,P94,1096509616,1159351217.0
A95,P,antenna,P95,1096509616,1159351217.0
A98,P,antenna,P98,1096509616,1159351217.0
A99,P,antenna,P99,1096509616,1159351217.0
FEM75053,A,front-end,75053,1195466418,
FEM75054,A,front-end,75054,1195466418,
FEM75055,A,front-end,75055,1195466418,
FEM75056,A,front-end,75056,1195466418,
FEM75057,A,front-end,75057,1195466418,
FEM75058,A,front-end,75058,1195466418,
FEM75059,A,front-end,75059,1195466418,
FEM75060,A,front-end,75060,1195466418,
FEM75068,A,front-end,75068,1195466418,
PAM75123,B,post-amp,75123,1195466418,
PAM75124,B,post-amp,75124,1195466418,
PAM75125,B,post-amp,75125,1195466418,
PAM75126,B,post-amp,75126,1195466418,
PAM75127,B,post-amp,75127,1195466418,
PAM75128,B,post-amp,75128,1195466418,
PAM75129,B,post-amp,75129,1195466418,
PAM75130,B,post-amp,75130,1195466418,
PAM75131,B,post-amp,75131,1195466418,
HH99,A,station,HH99,1199572314,
A99,H,antenna,S/N58,1199440818,
FDA36,B,feed,P36,1199440818,
HH100,A,station,HH100,1199572334,
A100,H,antenna,S/N59,1199440818,
FDA37,B,feed,P37,1199440818,
HH101,A,station,HH101,1199572354,
A101,H,antenna,S/N60,1199440818,
FDA38,B,feed,P38,1199440818,
HH102,A,station,HH102,1199572375,
A102,H,antenna,S/N61,1199440818,
FDA39,B,feed,P39,1199440818,
HH103,A,station,HH103,1199572395,
A103,H,antenna,S/N62,1199440818,
FDA40,B,feed,P40,1199440818,
HH104,A,station,HH104,1199572418,
A104,H,antenna,S/N63,1199440818,
FDA41,B,feed,P41,1199440818,
HH105,A,station,HH105,1199572434,
A105,H,antenna,S/N64,1199440818,
FDA42,B,feed,P42,1199440818,
HH106,A,station,HH106,1199572441,
A106,H,antenna,S/N65,1199440818,
FDA44,B,feed,P44,1199440818,
HH117,A,station,HH117,1199572455,
A117,H,antenna,S/N66,1199440818,
FDA45,B,feed,P45,1199440818,
HH118,A,station,HH118,1199572477,
A118,H,antenna,S/N67,1199440818,
FDA46,B,feed,P46,1199440818,
HH119,A,station,HH119,1199572498,
A119,H,antenna,S/N68,1199440818,
FDA47,B,feed,P47,1199440818,
HH125,A,station,HH125,1199572512,
A125,H,antenna,S/N69,1199440818,
FDA56,B,feed,P56,1199440818,
HH57,A,station,HH57,1202260264,
C7F156,A,cable-feed75,C7F156,1202032818,
PAM75155,B,post-amp,75155,1206093618,
HH221,A,station,HH221,1206374780,
HH258,A,station,HH258,1206374819,
A216,H,antenna,S/N101,1206352818,
A254,H,antenna,S/N123,1206352818,
