hpn,hpn_rev,hptype,manufacturer_number,start_gpstime,stop_gpstime
FEA83,A,front-end,P83,1096509616,
FEA84,A,front-end,P84,1096509616,
FEA85,A,front-end,P85,1096509616,
FEA86,A,front-end,P86,1096509616,
FEA87,A,front-end,P87,1096509616,
FEA88,A,front-end,P88,1096509616,
FEA89,A,front-end,P89,1096509616,
FEA9,A,front-end,P9,1096509616,
FEA90,A,front-end,P90,1096509616,
FEA91,A,front-end,P91,1096509616,
FEA92,A,front-end,P92,1096509616,
FEA93,A,front-end,P93,1096509616,
FEA94,A,front-end,P94,1096509616,
FEA95,A,front-end,P95,1096509616,
FEA96,A,front-end,P96,1096509616,
FEA97,A,front-end,P97,1096509616,
FEA98,A,front-end,P98,1096509616,
FEA99,A,front-end,P99,1096509616,
FEM75001,A,front-end,75001,1186078984,
FEM75002,A,front-end,75002,1186078986,
FEM75003,A,front-end,75003,1186078988,
FEM75004,A,front-end,75004,1186078989,
FEM75005,A,front-end,75005,1186078991,
FEM75006,A,front-end,75006,1186078992,
FEM75007,A,front-end,75007,1186078994,
FEM75008,A,front-end,75008,1186078995,
FEM75009,A,front-end,75009,1186078997,
FEM75010,A,front-end,75010,1186078998,
FEM75011,A,front-end,75011,1186079000,
FEM75012,A,front-end,75012,1186079001,
FEM75013,A,front-end,75013,1186876818,
FEM75014,A,front-end,75014,1186704018,
FEM75015,A,front-end,75015,1186704018,
FEM75016,A,front-end,75016,1186704018,
FEM75018,A,front-end,75018,1186704018,
FEM75019,A,front-end,75019,1186704018,
FEM75020,A,front-end,75020,1186704018,
FEM75021,A,front-end,75021,1186704018,
FEM75022,A,front-end,75022,1186704018,
FEM75023,A,front-end,75023,1186704018,
FEM75024,A,front-end,75024,1187568018,
FEM75025,A,front-end,75025,1186704018,
FEM75026,A,front-end,75026,1186704018,
FEM75027,A,front-end,75027,1186963218,
FEM75028,A,front-end,75028,1187568018,
HH0,A,station,S1,1096509616,
HH1,A,station,S1,1096509616,
HH11,A,station,S1,1096509616,
HH12,A,station,S1,1096509616,
HH13,A,station,S1,1096509616,
HH14,A,station,S1,1096509616,
HH15,A,station,S2,1172539232,
HH2,A,station,S1,1096509616,
HH23,A,station,S1,1096509616,
HH24,A,station,S1,1096509616,
HH25,A,station,S1,1096509616,
HH26,A,station,S1,1096509616,
HH27,A,station,S1,1096509616,
HH28,A,station,S2,1170144018,
HH3,A,station,S2,1172539078,
HH36,A,station,S2,1170144018,
HH37,A,station,S1,1096509616,
HH38,A,station,S1,1096509616,
HH39,A,station,S1,1096509616,
HH40,A,station,S1,1096509616,
HH41,A,station,S2,1172539304,
HH42,A,station,S1,1170144018,
HH51,A,station,S2,1096470016,
HH52,A,station,S1,1096509616,
HH53,A,station,S1,1096509616,
HH54,A,station,S1,1096509616,
HH55,A,station,S2,1173293267,
HH56,A,station,S2,1172694240,
HH67,A,station,S2,1184185417,
HH68,A,station,S2,1184185431,
HH69,A,station,S2,1177641073,
HH70,A,station,S2,1173290687,
HH71,A,station,S2,1173293255,
HH84,A,station,S2,1169367918,
HH85,A,station,S2,1169367918,
HH86,A,station,S2,1169367918,
HH87,A,station,S2,1169367918,
PAM75101,B,post-amp,75101,1185823324,
PAM75103,B,post-amp,75103,1185823327,
PAM75104,B,post-amp,75104,1185823329,
PAM75105,B,post-amp,75105,1185823330,
PAM75106,B,post-amp,75106,1185823332,
PAM75107,B,post-amp,75107,1185823333,
PAM75108,B,post-amp,75108,1185823335,
PAM75109,B,post-amp,75109,1185823336,
PAM75110,B,post-amp,75110,1185823338,
PAM75111,B,post-amp,75111,1185823339,
PAM75112,B,post-amp,75112,1185823341,
PAM75113,B,post-amp,75113,1185823342,
PAM75114,B,post-amp,75114,1185823344,
PAM75115,B,post-amp,75115,1185823345,
PAM75116,B,post-amp,75116,1185823346,
PAM75133,B,post-amp,75133,1185570532,
PAM75134,B,post-amp,75134,1185570533,
PAM75135,B,post-amp,75135,1185570535,
PAM75136,B,post-amp,75136,1185570536,
PAM75137,B,post-amp,75137,1185570538,
PAM75138,B,post-amp,75138,1185570539,
PAM75139,B,post-amp,75139,1185570541,
PAM75140,B,post-amp,75140,1185570542,
PAM75141,B,post-amp,75141,1185570543,
PAM75142,B,post-amp,75142,1185570545,
PAM75143,B,post-amp,75143,1185570546,
HH124,A,station,HH124,1191240354,
PAM75144,B,post-amp,75144,1185570548,
PAM75145,B,post-amp,75145,1185570549,
PAM75146,B,post-amp,75146,1185570551,
PAM75147,B,post-amp,75147,1185570552,
PAM75148,B,post-amp,75148,1185570554,
PAM75165,B,post-amp,75165,1185823326,
PH00,A,station,P44,1096509616,
PH01,A,station,P14,1096509616,
PH02,A,station,P86,1096509616,
PH11,A,station,P69,1096509616,
PH12,A,station,P40,1096509616,
PH13,A,station,P101,1096509616,
PH14,A,station,P102,1096509616,
PH23,A,station,P125,1096509616,
PH24,A,station,P84,1096509616,
PH25,A,station,P100,1096509616,
PH26,A,station,P85,1096509616,
PH27,A,station,P54,1096509616,
PH37,A,station,P17,1096509616,
PH38,A,station,P68,1096509616,
PH39,A,station,P62,1096509616,
PH40,A,station,P0,1096509616,
PH52,A,station,P2,1096509616,
PH53,A,station,P21,1096509616,
PH54,A,station,P45,1096509616,
PI1,A,station,P61,1096509616,
PI10,A,station,P70,1096509616,
PI11,A,station,P56,1096509616,
PI12,A,station,P71,1096509616,
PI13,A,station,P59,1096509616,
PI14,A,station,P23,1096509616,
PI15,A,station,P50,1096509616,
PI16,A,station,P38,1096509616,
PI17,A,station,P26,1096509616,
PI18,A,station,P87,1096509616,
PI19,A,station,P103,1096509616,
PI2,A,station,P63,1096509616,
PI20,A,station,P42,1096509616,
PI21,A,station,P15,1096509616,
PI22,A,station,P99,1096509616,
PI23,A,station,P1,1096509616,
PI24,A,station,P47,1096509616,
PI25,A,station,P83,1096509616,
PI26,A,station,P37,1096509616,
PI27,A,station,P4,1096509616,
PI28,A,station,P90,1096509616,
PI29,A,station,P82,1096509616,
PI3,A,station,P67,1096509616,
PI30,A,station,P98,1096509616,
PI31,A,station,P74,1096509616,
PI32,A,station,P106,1096509616,
PI33,A,station,P116,1096509616,
PI34,A,station,P115,1096509616,
PI35,A,station,P114,1096509616,
PI36,A,station,P113,1096509616,
PI37,A,station,P126,1096509616,
PI38,A,station,P127,1096509616,
PI39,A,station,P41,1096509616,
PI4,A,station,P58,1096509616,
PI40,A,station,P16,1096509616,
PI41,A,station,P13,1096509616,
PI42,A,station,P46,1096509616,
PI43,A,station,P124,1096509616,
PI44,A,station,P123,1096509616,
PI45,A,station,P122,1096509616,
PI46,A,station,P57,1096509616,
PI47,A,station,P121,1096509616,
PI48,A,station,P120,1096509616,
PI49,A,station,P119,1096509616,
PI5,A,station,P3,1096509616,
PI50,A,station,P118,1096509616,
PI6,A,station,P73,1096509616,
PI7,A,station,P66,1096509616,
PI8,A,station,P117,1096509616,
PI9,A,station,P49,1096509616,
PPA10,A,station,P28,1096509616,
PPA12,A,station,P34,1096509616,
PPA14,A,station,P51,1096509616,
PPA6,A,station,P19,1096509616,
PPA8,A,station,P29,1096509616,
PPE10,A,station,P93,1096509616,
PPE12,A,station,P94,1096509616,
PPE14,A,station,P95,1096509616,
PPE6,A,station,P91,1096509616,
PPE8,A,station,P92,1096509616,
RCVR0,A,post-amp,RCVR0,1096509616,
RCVR1,A,post-amp,RCVR1,1096509616,
RCVR10,A,post-amp,RCVR10,1096509616,
RCVR100,A,post-amp,RCVR100,1096509616,
RCVR101,A,post-amp,RCVR101,1096509616,
RCVR102,A,post-amp,RCVR102,1096509616,
RCVR103,A,post-amp,RCVR103,1096509616,
RCVR104,A,post-amp,RCVR104,1096509616,
RCVR105,A,post-amp,RCVR105,1096509616,
RCVR106,A,post-amp,RCVR106,1096509616,
RCVR107,A,post-amp,RCVR107,1096509616,
RCVR108,A,post-amp,RCVR108,1096509616,
RCVR109,A,post-amp,RCVR109,1096509616,
RCVR11,A,post-amp,RCVR11,1096509616,
RCVR110,A,post-amp,RCVR110,1096509616,
RCVR111,A,post-amp,RCVR111,1096509616,
RCVR112,A,post-amp,RCVR112,1096509616,
RCVR113,A,post-amp,RCVR113,1096509616,
RCVR114,A,post-amp,RCVR114,1096509616,
RCVR115,A,post-amp,RCVR115,1096509616,
RCVR116,A,post-amp,RCVR116,1096509616,
RCVR117,A,post-amp,RCVR117,1096509616,
RCVR118,A,post-amp,RCVR118,1096509616,
RCVR119,A,post-amp,RCVR119,1096509616,
RCVR12,A,post-amp,RCVR12,1096509616,
RCVR120,A,post-amp,RCVR120,1096509616,
RCVR121,A,post-amp,RCVR121,1096509616,
RCVR122,A,post-amp,RCVR122,1096509616,
RCVR123,A,post-amp,RCVR123,1096509616,
RCVR124,A,post-amp,RCVR124,1096509616,
RCVR125,A,post-amp,RCVR125,1096509616,
RCVR126,A,post-amp,RCVR126,1096509616,
RCVR127,A,post-amp,RCVR127,1096509616,
RCVR13,A,post-amp,RCVR13,1096509616,
RCVR14,A,post-amp,RCVR14,1096509616,
RCVR15,A,post-amp,RCVR15,1096509616,
RCVR16,A,post-amp,RCVR16,1096509616,
RCVR17,A,post-amp,RCVR17,1096509616,
A124,H,antenna,S/N49,1191232818,
RCVR18,A,post-amp,RCVR18,1096509616,
RCVR19,A,post-amp,RCVR19,1096509616,
RCVR2,A,post-amp,RCVR2,1096509616,
RCVR20,A,post-amp,RCVR20,1096509616,
RCVR21,A,post-amp,RCVR21,1096509616,
RCVR22,A,post-amp,RCVR22,1096509616,
RCVR23,A,post-amp,RCVR23,1096509616,
RCVR24,A,post-amp,RCVR24,1096509616,
RCVR25,A,post-amp,RCVR25,1096509616,
RCVR26,A,post-amp,RCVR26,1096509616,
RCVR27,A,post-amp,RCVR27,1096509616,
RCVR28,A,post-amp,RCVR28,1096509616,
RCVR29,A,post-amp,RCVR29,1096509616,
RCVR3,A,post-amp,RCVR3,1096509616,
RCVR30,A,post-amp,RCVR30,1096509616,
RCVR31,A,post-amp,RCVR31,1096509616,
RCVR32,A,post-amp,RCVR32,1096509616,
RCVR33,A,post-amp,RCVR33,1096509616,
RCVR34,A,post-amp,RCVR34,1096509616,
RCVR35,A,post-amp,RCVR35,1096509616,
RCVR36,A,post-amp,RCVR36,1096509616,
RCVR37,A,post-amp,RCVR37,1096509616,
RCVR38,A,post-amp,RCVR38,1096509616,
RCVR39,A,post-amp,RCVR39,1096509616,
RCVR4,A,post-amp,RCVR4,1096509616,
RCVR40,A,post-amp,RCVR40,1096509616,
RCVR41,A,post-amp,RCVR41,1096509616,
RCVR42,A,post-amp,RCVR42,1096509616,
RCVR43,A,post-amp,RCVR43,1096509616,
RCVR44,A,post-amp,RCVR44,1096509616,
RCVR45,A,post-amp,RCVR45,1096509616,
RCVR46,A,post-amp,RCVR46,1096509616,
RCVR47,A,post-amp,RCVR47,1096509616,
RCVR48,A,post-amp,RCVR48,1096509616,
RCVR49,A,post-amp,RCVR49,1096509616,
RCVR5,A,post-amp,RCVR5,1096509616,
RCVR50,A,post-amp,RCVR50,1096509616,
RCVR51,A,post-amp,RCVR51,1096509616,
RCVR52,A,post-amp,RCVR52,1096509616,
RCVR53,A,post-amp,RCVR53,1096509616,
RCVR54,A,post-amp,RCVR54,1096509616,
RCVR55,A,post-amp,RCVR55,1096509616,
RCVR56,A,post-amp,RCVR56,1096509616,
RCVR57,A,post-amp,RCVR57,1096509616,
RCVR58,A,post-amp,RCVR58,1096509616,
RCVR59,A,post-amp,RCVR59,1096509616,
RCVR6,A,post-amp,RCVR6,1096509616,
RCVR60,A,post-amp,RCVR60,1096509616,
RCVR61,A,post-amp,RCVR61,1096509616,
RCVR62,A,post-amp,RCVR62,1096509616,
RCVR63,A,post-amp,RCVR63,1096509616,
RCVR64,A,post-amp,RCVR64,1096509616,
RCVR65,A,post-amp,RCVR65,1096509616,
RCVR66,A,post-amp,RCVR66,1096509616,
RCVR67,A,post-amp,RCVR67,1096509616,
RCVR68,A,post-amp,RCVR68,1096509616,
RCVR69,A,post-amp,RCVR69,1096509616,
RCVR7,A,post-amp,RCVR7,1096509616,
RCVR70,A,post-amp,RCVR70,1096509616,
RCVR71,A,post-amp,RCVR71,1096509616,
RCVR72,A,post-amp,RCVR72,1096509616,
RCVR73,A,post-amp,RCVR73,1096509616,
RCVR74,A,post-amp,RCVR74,1096509616,
RCVR75,A,post-amp,RCVR75,1096509616,
RCVR76,A,post-amp,RCVR76,1096509616,
RCVR77,A,post-amp,RCVR77,1096509616,
RCVR78,A,post-amp,RCVR78,1096509616,
RCVR79,A,post-amp,RCVR79,1096509616,
RCVR8,A,post-amp,RCVR8,1096509616,
RCVR80,A,post-amp,RCVR80,1096509616,
RCVR81,A,post-amp,RCVR81,1096509616,
RCVR82,A,post-amp,RCVR82,1096509616,
RCVR83,A,post-amp,RCVR83,1096509616,
RCVR84,A,post-amp,RCVR84,1096509616,
RCVR85,A,post-amp,RCVR85,1096509616,
RCVR86,A,post-amp,RCVR86,1096509616,
RCVR87,A,post-amp,RCVR87,1096509616,
RCVR88,A,post-amp,RCVR88,1096509616,
RCVR89,A,post-amp,RCVR89,1096509616,
RCVR9,A,post-amp,RCVR9,1096509616,
RCVR90,A,post-amp,RCVR90,1096509616,
RCVR91,A,post-amp,RCVR91,1096509616,
RCVR92,A,post-amp,RCVR92,1096509616,
RCVR93,A,post-amp,RCVR93,1096509616,
RCVR94,A,post-amp,RCVR94,1096509616,
RCVR95,A,post-amp,RCVR95,1096509616,
RCVR96,A,post-amp,RCVR96,1096509616,
RCVR97,A,post-amp,RCVR97,1096509616,
RCVR98,A,post-amp,RCVR98,1096509616,
RCVR99,A,post-amp,RCVR99,1096509616,
RI1A1E,A,cable-post-amp(in),RI1A1E,1096509616,
RI1A1N,A,cable-post-amp(in),RI1A1N,1096509616,
RI1A2E,A,cable-post-amp(in),RI1A2E,1096509616,
RI1A2N,A,cable-post-amp(in),RI1A2N,1096509616,
RI1A3E,A,cable-post-amp(in),RI1A3E,1096509616,
RI1A3N,A,cable-post-amp(in),RI1A3N,1096509616,
RI1A4E,A,cable-post-amp(in),RI1A4E,1096509616,
RI1A4N,A,cable-post-amp(in),RI1A4N,1096509616,
RI1A5E,A,cable-post-amp(in),RI1A5E,1096509616,
RI1A5N,A,cable-post-amp(in),RI1A5N,1096509616,
RI1A6E,A,cable-post-amp(in),RI1A6E,1096509616,
RI1A6N,A,cable-post-amp(in),RI1A6N,1096509616,
RI1A7E,A,cable-post-amp(in),RI1A7E,1096509616,
RI1A7N,A,cable-post-amp(in),RI1A7N,1096509616,
RI1A8E,A,cable-post-amp(in),RI1A8E,1096509616,
RI1A8N,A,cable-post-amp(in),RI1A8N,1096509616,
RI1B1E,A,cable-post-amp(in),RI1B1E,1096509616,
RI1B1N,A,cable-post-amp(in),RI1B1N,1096509616,
RI1B2E,A,cable-post-amp(in),RI1B2E,1096509616,
RI1B2N,A,cable-post-amp(in),RI1B2N,1096509616,
RI1B3E,A,cable-post-amp(in),RI1B3E,1096509616,
RI1B3N,A,cable-post-amp(in),RI1B3N,1096509616,
FDA27,B,feed,P27,1191232818,
RI1B4E,A,cable-post-amp(in),RI1B4E,1096509616,
RI1B4N,A,cable-post-amp(in),RI1B4N,1096509616,
RI1B5E,A,cable-post-amp(in),RI1B5E,1096509616,
RI1B5N,A,cable-post-amp(in),RI1B5N,1096509616,
RI1B6E,A,cable-post-amp(in),RI1B6E,1096509616,
RI1B6N,A,cable-post-amp(in),RI1B6N,1096509616,
RI1B7E,A,cable-post-amp(in),RI1B7E,1096509616,
RI1B7N,A,cable-post-amp(in),RI1B7N,1096509616,
RI1B8E,A,cable-post-amp(in),RI1B8E,1096509616,
RI1B8N,A,cable-post-amp(in),RI1B8N,1096509616,
RI2A1E,A,cable-post-amp(in),RI2A1E,1096509616,
RI2A1N,A,cable-post-amp(in),RI2A1N,1096509616,
RI2A2E,A,cable-post-amp(in),RI2A2E,1096509616,
RI2A2N,A,cable-post-amp(in),RI2A2N,1096509616,
RI2A3E,A,cable-post-amp(in),RI2A3E,1096509616,
RI2A3N,A,cable-post-amp(in),RI2A3N,1096509616,
RI2A4E,A,cable-post-amp(in),RI2A4E,1096509616,
RI2A4N,A,cable-post-amp(in),RI2A4N,1096509616,
RI2A5E,A,cable-post-amp(in),RI2A5E,1096509616,
RI2A5N,A,cable-post-amp(in),RI2A5N,1096509616,
RI2A6E,A,cable-post-amp(in),RI2A6E,1096509616,
RI2A6N,A,cable-post-amp(in),RI2A6N,1096509616,
RI2A7E,A,cable-post-amp(in),RI2A7E,1096509616,
RI2A7N,A,cable-post-amp(in),RI2A7N,1096509616,
RI2A8E,A,cable-post-amp(in),RI2A8E,1096509616,
RI2A8N,A,cable-post-amp(in),RI2A8N,1096509616,
RI2B1E,A,cable-post-amp(in),RI2B1E,1096509616,
RI2B1N,A,cable-post-amp(in),RI2B1N,1096509616,
RI2B2E,A,cable-post-amp(in),RI2B2E,1096509616,
RI2B2N,A,cable-post-amp(in),RI2B2N,1096509616,
RI2B3E,A,cable-post-amp(in),RI2B3E,1096509616,
RI2B3N,A,cable-post-amp(in),RI2B3N,1096509616,
RI2B4E,A,cable-post-amp(in),RI2B4E,1096509616,
RI2B4N,A,cable-post-amp(in),RI2B4N,1096509616,
RI2B5E,A,cable-post-amp(in),RI2B5E,1096509616,
RI2B5N,A,cable-post-amp(in),RI2B5N,1096509616,
RI2B6E,A,cable-post-amp(in),RI2B6E,1096509616,
RI2B6N,A,cable-post-amp(in),RI2B6N,1096509616,
RI2B7E,A,cable-post-amp(in),RI2B7E,1096509616,
RI2B7N,A,cable-post-amp(in),RI2B7N,1096509616,
RI2B8E,A,cable-post-amp(in),RI2B8E,1096509616,
RI2B8N,A,cable-post-amp(in),RI2B8N,1096509616,
RI3A1E,A,cable-post-amp(in),RI3A1E,1096509616,
RI3A1N,A,cable-post-amp(in),RI3A1N,1096509616,
RI3A2E,A,cable-post-amp(in),RI3A2E,1096509616,
RI3A2N,A,cable-post-amp(in),RI3A2N,1096509616,
RI3A3E,A,cable-post-amp(in),RI3A3E,1096509616,
RI3A3N,A,cable-post-amp(in),RI3A3N,1096509616,
RI3A4E,A,cable-post-amp(in),RI3A4E,1096509616,
RI3A4N,A,cable-post-amp(in),RI3A4N,1096509616,
RI3A5E,A,cable-post-amp(in),RI3A5E,1096509616,
RI3A5N,A,cable-post-amp(in),RI3A5N,1096509616,
RI3A6E,A,cable-post-amp(in),RI3A6E,1096509616,
RI3A6N,A,cable-post-amp(in),RI3A6N,1096509616,
RI3A7E,A,cable-post-amp(in),RI3A7E,1096509616,
RI3A7N,A,cable-post-amp(in),RI3A7N,1096509616,
RI3A8E,A,cable-post-amp(in),RI3A8E,1096509616,
RI3A8N,A,cable-post-amp(in),RI3A8N,1096509616,
RI3B1E,A,cable-post-amp(in),RI3B1E,1096509616,
RI3B1N,A,cable-post-amp(in),RI3B1N,1096509616,
RI3B2E,A,cable-post-amp(in),RI3B2E,1096509616,
RI3B2N,A,cable-post-amp(in),RI3B2N,1096509616,
RI3B3E,A,cable-post-amp(in),RI3B3E,1096509616,
RI3B3N,A,cable-post-amp(in),RI3B3N,1096509616,
RI3B4E,A,cable-post-amp(in),RI3B4E,1096509616,
RI3B4N,A,cable-post-amp(in),RI3B4N,1096509616,
RI3B5E,A,cable-post-amp(in),RI3B5E,1096509616,
RI3B5N,A,cable-post-amp(in),RI3B5N,1096509616,
RI3B6E,A,cable-post-amp(in),RI3B6E,1096509616,
RI3B6N,A,cable-post-amp(in),RI3B6N,1096509616,
RI3B7E,A,cable-post-amp(in),RI3B7E,1096509616,
RI3B7N,A,cable-post-amp(in),RI3B7N,1096509616,
RI4A1E,A,cable-post-amp(in),RI4A1E,1096509616,
RI4A1N,A,cable-post-amp(in),RI4A1N,1096509616,
RI4A2E,A,cable-post-amp(in),RI4A2E,1096509616,
RI4A2N,A,cable-post-amp(in),RI4A2N,1096509616,
RI4A3E,A,cable-post-amp(in),RI4A3E,1096509616,
RI4A3N,A,cable-post-amp(in),RI4A3N,1096509616,
RI4A4E,A,cable-post-amp(in),RI4A4E,1096509616,
RI4A4N,A,cable-post-amp(in),RI4A4N,1096509616,
RI4A5E,A,cable-post-amp(in),RI4A5E,1096509616,
RI4A5N,A,cable-post-amp(in),RI4A5N,1096509616,
RI4A6E,A,cable-post-amp(in),RI4A6E,1096509616,
RI4A6N,A,cable-post-amp(in),RI4A6N,1096509616,
RI4A7E,A,cable-post-amp(in),RI4A7E,1096509616,
RI4A7N,A,cable-post-amp(in),RI4A7N,1096509616,
RI4A8E,A,cable-post-amp(in),RI4A8E,1096509616,
RI4A8N,A,cable-post-amp(in),RI4A8N,1096509616,
RI4B1E,A,cable-post-amp(in),RI4B1E,1096509616,
RI4B1N,A,cable-post-amp(in),RI4B1N,1096509616,
RI4B2E,A,cable-post-amp(in),RI4B2E,1096509616,
RI4B2N,A,cable-post-amp(in),RI4B2N,1096509616,
RI4B3E,A,cable-post-amp(in),RI4B3E,1096509616,
RI4B3N,A,cable-post-amp(in),RI4B3N,1096509616,
RI4B4E,A,cable-post-amp(in),RI4B4E,1096509616,
RI4B4N,A,cable-post-amp(in),RI4B4N,1096509616,
RI4B5E,A,cable-post-amp(in),RI4B5E,1096509616,
RI4B5N,A,cable-post-amp(in),RI4B5N,1096509616,
RI4B6E,A,cable-post-amp(in),RI4B6E,1096509616,
RI4B6N,A,cable-post-amp(in),RI4B6N,1096509616,
RI4B7E,A,cable-post-amp(in),RI4B7E,1096509616,
HH141,A,station,HH141,1191240369,
RI4B7N,A,cable-post-amp(in),RI4B7N,1096509616,
RI4B8E,A,cable-post-amp(in),RI4B8E,1096509616,
RI4B8N,A,cable-post-amp(in),RI4B8N,1096509616,
RI5A1E,A,cable-post-amp(in),RI5A1E,1096509616,
FDP48,A,feed,P48,1096509616,1172539271.0
RI5A1N,A,cable-post-amp(in),RI5A1N,1096509616,
RI5A2E,A,cable-post-amp(in),RI5A2E,1096509616,
RI5A2N,A,cable-post-amp(in),RI5A2N,1096509616,
RI5A3E,A,cable-post-amp(in),RI5A3E,1096509616,
RI5A3N,A,cable-post-amp(in),RI5A3N,1096509616,
RI5A4E,A,cable-post-amp(in),RI5A4E,1096509616,
RI5A4N,A,cable-post-amp(in),RI5A4N,1096509616,
RI5A5E,A,cable-post-amp(in),RI5A5E,1096509616,
RI5A5N,A,cable-post-amp(in),RI5A5N,1096509616,
RI5A6E,A,cable-post-amp(in),RI5A6E,1096509616,
RI5A6N,A,cable-post-amp(in),RI5A6N,1096509616,
RI5A7E,A,cable-post-amp(in),RI5A7E,1096509616,
RI5A7N,A,cable-post-amp(in),RI5A7N,1096509616,
RI5A8E,A,cable-post-amp(in),RI5A8E,1096509616,
RI5A8N,A,cable-post-amp(in),RI5A8N,1096509616,
RI5B1E,A,cable-post-amp(in),RI5B1E,1096509616,
RI5B1N,A,cable-post-amp(in),RI5B1N,1096509616,
RI5B2E,A,cable-post-amp(in),RI5B2E,1096509616,
RI5B2N,A,cable-post-amp(in),RI5B2N,1096509616,
RI5B3E,A,cable-post-amp(in),RI5B3E,1096509616,
RI5B3N,A,cable-post-amp(in),RI5B3N,1096509616,
RI5B4E,A,cable-post-amp(in),RI5B4E,1096509616,
RI5B4N,A,cable-post-amp(in),RI5B4N,1096509616,
RI5B5E,A,cable-post-amp(in),RI5B5E,1096509616,
RI5B5N,A,cable-post-amp(in),RI5B5N,1096509616,
RI5B6E,A,cable-post-amp(in),RI5B6E,1096509616,
RI5B6N,A,cable-post-amp(in),RI5B6N,1096509616,
RI5B7E,A,cable-post-amp(in),RI5B7E,1096509616,
RI5B7N,A,cable-post-amp(in),RI5B7N,1096509616,
RI5B8E,A,cable-post-amp(in),RI5B8E,1096509616,
RI5B8N,A,cable-post-amp(in),RI5B8N,1096509616,
RI6A1E,A,cable-post-amp(in),RI6A1E,1096509616,
RI6A1N,A,cable-post-amp(in),RI6A1N,1096509616,
RI6A2E,A,cable-post-amp(in),RI6A2E,1096509616,
RI6A2N,A,cable-post-amp(in),RI6A2N,1096509616,
RI6A3E,A,cable-post-amp(in),RI6A3E,1096509616,
RI6A3N,A,cable-post-amp(in),RI6A3N,1096509616,
RI6A4E,A,cable-post-amp(in),RI6A4E,1096509616,
RI6A4N,A,cable-post-amp(in),RI6A4N,1096509616,
RI6A5E,A,cable-post-amp(in),RI6A5E,1096509616,
RI6A5N,A,cable-post-amp(in),RI6A5N,1096509616,
RI6A6E,A,cable-post-amp(in),RI6A6E,1096509616,
RI6A6N,A,cable-post-amp(in),RI6A6N,1096509616,
RI6A7E,A,cable-post-amp(in),RI6A7E,1096509616,
RI6A7N,A,cable-post-amp(in),RI6A7N,1096509616,
RI6A8E,A,cable-post-amp(in),RI6A8E,1096509616,
RI6A8N,A,cable-post-amp(in),RI6A8N,1096509616,
RI6B1E,A,cable-post-amp(in),RI6B1E,1096509616,
RI6B1N,A,cable-post-amp(in),RI6B1N,1096509616,
RI6B2E,A,cable-post-amp(in),RI6B2E,1096509616,
RI6B2N,A,cable-post-amp(in),RI6B2N,1096509616,
RI6B3E,A,cable-post-amp(in),RI6B3E,1096509616,
RI6B3N,A,cable-post-amp(in),RI6B3N,1096509616,
RI6B4E,A,cable-post-amp(in),RI6B4E,1096509616,
RI6B4N,A,cable-post-amp(in),RI6B4N,1096509616,
RI6B5E,A,cable-post-amp(in),RI6B5E,1096509616,
RI6B5N,A,cable-post-amp(in),RI6B5N,1096509616,
RI6B6E,A,cable-post-amp(in),RI6B6E,1096509616,
RI6B6N,A,cable-post-amp(in),RI6B6N,1096509616,
RI6B7E,A,cable-post-amp(in),RI6B7E,1096509616,
RI6B7N,A,cable-post-amp(in),RI6B7N,1096509616,
RI6B8E,A,cable-post-amp(in),RI6B8E,1096509616,
RI6B8N,A,cable-post-amp(in),RI6B8N,1096509616,
RI7A1E,A,cable-post-amp(in),RI7A1E,1096509616,
RI7A1N,A,cable-post-amp(in),RI7A1N,1096509616,
RI7A2E,A,cable-post-amp(in),RI7A2E,1096509616,
RI7A2N,A,cable-post-amp(in),RI7A2N,1096509616,
RI7A3E,A,cable-post-amp(in),RI7A3E,1096509616,
RI7A3N,A,cable-post-amp(in),RI7A3N,1096509616,
RI7A4E,A,cable-post-amp(in),RI7A4E,1096509616,
RI7A4N,A,cable-post-amp(in),RI7A4N,1096509616,
RI7A5E,A,cable-post-amp(in),RI7A5E,1096509616,
RI7A5N,A,cable-post-amp(in),RI7A5N,1096509616,
RI7A6E,A,cable-post-amp(in),RI7A6E,1096509616,
RI7A6N,A,cable-post-amp(in),RI7A6N,1096509616,
RI7A7E,A,cable-post-amp(in),RI7A7E,1096509616,
RI7A7N,A,cable-post-amp(in),RI7A7N,1096509616,
RI7A8E,A,cable-post-amp(in),RI7A8E,1096509616,
RI7A8N,A,cable-post-amp(in),RI7A8N,1096509616,
RI7B1E,A,cable-post-amp(in),RI7B1E,1096509616,
RI7B1N,A,cable-post-amp(in),RI7B1N,1096509616,
RI7B2E,A,cable-post-amp(in),RI7B2E,1096509616,
RI7B2N,A,cable-post-amp(in),RI7B2N,1096509616,
RI7B3E,A,cable-post-amp(in),RI7B3E,1096509616,
RI7B3N,A,cable-post-amp(in),RI7B3N,1096509616,
RI7B4E,A,cable-post-amp(in),RI7B4E,1096509616,
RI7B4N,A,cable-post-amp(in),RI7B4N,1096509616,
RI7B5E,A,cable-post-amp(in),RI7B5E,1096509616,
RI7B5N,A,cable-post-amp(in),RI7B5N,1096509616,
RI7B6E,A,cable-post-amp(in),RI7B6E,1096509616,
RI7B6N,A,cable-post-amp(in),RI7B6N,1096509616,
RI7B7E,A,cable-post-amp(in),RI7B7E,1096509616,
RI7B7N,A,cable-post-amp(in),RI7B7N,1096509616,
